iter	Logloss
464	0.005103117354
465	0.005056221684
466	0.005048886268
467	0.005040488888
468	0.005030320187
469	0.004993156459
470	0.004962460667
471	0.004919161393
472	0.004911866311
473	0.004904538537
474	0.004896311868
475	0.004873725164
476	0.004870480016
477	0.004866970927
478	0.004860430171
479	0.004855590006
480	0.004845015295
481	0.004835329468
482	0.004828939255
483	0.004820739533
484	0.00479382228
485	0.00479382228
486	0.004793814103
487	0.004787700723
488	0.00475527812
489	0.004749395359
490	0.004733884344
491	0.004723016727
492	0.004723013441
493	0.004706489106
494	0.004695206205
495	0.00467948873
496	0.004676366025
497	0.004662682859
498	0.004662680278
499	0.004617182394
500	0.004617170974
501	0.004608914602
502	0.004600073605
503	0.004600062489
504	0.004576060114
505	0.004576052399
506	0.004576044523
507	0.004576013991
508	0.004576006142
509	0.004575998298
510	0.004575990459
511	0.004575959144
512	0.004575927916
513	0.004575920127
514	0.004575912343
515	0.004575904564
516	0.004575900678
517	0.004575554212
518	0.004575539149
519	0.004575524108
520	0.004568113028
521	0.004568105595
522	0.004568098166
523	0.004568090743
524	0.004568031471
525	0.004568024095
526	0.004568016723
527	0.004568009126
528	0.004568001764
529	0.004567994408
530	0.004567964096
531	0.004567956535
532	0.00456794898
533	0.004567941659
534	0.004567934344
535	0.004567927033
536	0.004567911966
537	0.004567619321
538	0.004567590056
539	0.00456757546
540	0.004538896319
541	0.004528455442
542	0.004497044982
543	0.004483902658
544	0.004483902658
545	0.00448389687
546	0.00448389687
547	0.00448389687
548	0.004453432064
549	0.004453429989
550	0.004453425845
551	0.00445342481
552	0.004453423776
553	0.004453422742
554	0.004453421708
555	0.004453420674
556	0.004453419641
557	0.004453418221
558	0.004453417188
559	0.004453416156
560	0.004453415124
561	0.004453414092
562	0.00445341264
563	0.004453411609
564	0.004453410578
565	0.004453409547
566	0.004453401308
567	0.004453393088
568	0.004453384887
569	0.004453380795
570	0.004453375161
571	0.004453369534
572	0.004453365456
573	0.004453361382
574	0.004453357314
575	0.00445335325
576	0.00445334919
577	0.004453345135
578	0.004453341085
579	0.004453339688
580	0.004453338677
581	0.00442273115
582	0.004399563485
583	0.004394280145
584	0.004374088863
585	0.004374087475
586	0.004368993337
587	0.00435963428
588	0.004359604393
589	0.004359596934
590	0.004345867303
591	0.004319561255
592	0.004319561255
593	0.004319561255
594	0.004319561255
595	0.004319561255
596	0.004319561255
597	0.004319561255
598	0.004317665363
599	0.004273256481
600	0.004254800278
601	0.004254794706
602	0.004245597865
603	0.004217057
604	0.004198470367
605	0.004198458845
606	0.004198453217
607	0.004198447593
608	0.004198444782
609	0.004198441972
610	0.004198436355
611	0.00419843074
612	0.00419842513
613	0.004198419522
614	0.004198414193
615	0.004198408588
616	0.004198386195
617	0.004198363855
618	0.004198358281
619	0.004198352711
620	0.004198347143
621	0.00419834158
622	0.004198336019
623	0.004198330462
624	0.004198324908
625	0.004198319357
626	0.00419831381
627	0.004198308266
628	0.004198302726
629	0.004198297188
630	0.004198291655
631	0.004198286124
632	0.004198282081
633	0.004198237908
634	0.004198226908
635	0.004198215921
636	0.004198204947
637	0.004198199466
638	0.004198193988
639	0.004198188514
640	0.004198183042
641	0.004198177574
642	0.004198156406
643	0.004198134607
644	0.00419811286
645	0.004198091165
646	0.004198091165
647	0.004167032218
648	0.004167009491
649	0.004166986819
650	0.004166986819
651	0.004166986819
652	0.004166986819
653	0.004166986819
654	0.004166986819
655	0.004166986819
656	0.004166986819
657	0.004166986819
658	0.004166986819
659	0.004166975789
660	0.004166975789
661	0.004166975789
662	0.004166975789
663	0.004166975789
664	0.004166975789
665	0.004166975789
666	0.004166975789
667	0.004166975789
668	0.004166975789
669	0.004166975789
670	0.004166975789
671	0.004143251088
672	0.004124544082
673	0.004124539232
674	0.004110973834
675	0.004110971514
676	0.004072358425
677	0.004059772241
678	0.004059772241
679	0.004041602486
680	0.004041597907
681	0.004041586681
682	0.004041581074
683	0.004041575471
684	0.00404156987
685	0.004041564274
686	0.00404155868
687	0.00404155868
688	0.004041514006
689	0.004041509386
690	0.004041509386
691	0.004041509386
692	0.004041487142
693	0.004041464952
694	0.004041460382
695	0.004041454845
696	0.004041454845
697	0.00404145363
698	0.004041448096
699	0.004041443488
700	0.004041438881
701	0.00404143428
702	0.00404143428
703	0.004041428749
704	0.004041423387
705	0.0040414188
706	0.004041413273
707	0.004041407748
708	0.004041403164
709	0.004041398633
710	0.004041393112
711	0.004041387594
712	0.004041387594
713	0.00404138208
714	0.00404138208
715	0.00404138208
716	0.00404138208
717	0.00404138208
718	0.004041376569
719	0.004041375364
720	0.004041369856
721	0.004041364351
722	0.00404135885
723	0.004041354277
724	0.004041348779
725	0.004041343284
726	0.004041337792
727	0.004041315849
728	0.004041315849
729	0.004041293952
730	0.004041289384
731	0.004041284821
732	0.004041262981
733	0.004041258272
734	0.004041236484
735	0.004041231935
736	0.004041230798
737	0.004041209062
738	0.00404120635
739	0.00404120107
740	0.00404120107
741	0.00404120107
742	0.004041198359
743	0.004041197222
744	0.004041196086
745	0.004041196086
746	0.004041190811
747	0.004041189674
748	0.004041189674
749	0.004041188464
750	0.004041183771
751	0.004041172944
752	0.00404116213
753	0.00404116213
754	0.004041157442
755	0.00404114664
756	0.00404114664
757	0.004041144376
758	0.004041133587
759	0.004041122811
760	0.004041122811
761	0.004041122811
762	0.004041112048
763	0.004041069084
764	0.004041069084
765	0.004041069084
766	0.004041064402
767	0.004041064402
768	0.004041059726
769	0.00404105705
770	0.00404105705
771	0.004035689981
772	0.004035689981
773	0.004035687559
774	0.004035687559
775	0.004035682651
776	0.004035682651
777	0.004035680233
778	0.004035675548
779	0.004035675548
780	0.004035675548
781	0.004035670262
782	0.004035669038
783	0.004035669038
784	0.004035666625
785	0.004035666625
786	0.004035661681
787	0.004035661681
788	0.004035661681
789	0.004035656398
790	0.004035656398
791	0.004035656398
792	0.004035656398
793	0.004035653989
794	0.004035644659
795	0.004035644659
796	0.004035644659
797	0.004035635359
798	0.004035635359
799	0.004035630719
800	0.004035621445
801	0.004035621445
802	0.004035621445
803	0.004035621445
804	0.004035621445
805	0.004035619138
806	0.004035619138
807	0.004035619138
808	0.004035614518
809	0.004035609899
810	0.004035609899
811	0.004035609899
812	0.004035609899
813	0.004035609899
814	0.004035604619
815	0.004035600006
816	0.004035595399
817	0.004035590028
818	0.004035585432
819	0.004035580841
820	0.004035575563
821	0.004035570978
822	0.004035570978
823	0.004035566446
824	0.004035561872
825	0.004035557303
826	0.004035552744
827	0.004035548233
828	0.004035543682
829	0.004035539136
830	0.004035539136
831	0.004035534444
832	0.004035534444
833	0.004035529757
834	0.004035529757
835	0.00403552448
836	0.00403552448
837	0.00403552448
838	0.00403552448
839	0.004035519799
840	0.004035514526
841	0.004035514526
842	0.004035514526
843	0.004035514526
844	0.004035509257
845	0.004035509257
846	0.004035503989
847	0.004035503989
848	0.004035503989
849	0.004027925343
850	0.004027920636
851	0.004027920636
852	0.00402791951
853	0.00402791488
854	0.00402791488
855	0.00402791488
856	0.004027906212
857	0.004027903997
858	0.004027901782
859	0.004027899569
860	0.004027896985
861	0.004027894773
862	0.004027892562
863	0.004027890353
864	0.004027888145
865	0.004027883838
866	0.004027881634
867	0.004027879431
868	0.004027877229
869	0.004027872935
870	0.004027868539
871	0.004027864149
872	0.004027859764
873	0.004027855383
874	0.004027850338
875	0.004027845912
876	0.004027841547
877	0.004027837186
878	0.004027832831
879	0.004027830246
880	0.004027825896
881	0.00402782363
882	0.004027819287
883	0.004027814949
884	0.00402781269
885	0.004027808359
886	0.004027804033
887	0.004027799712
888	0.004027795396
889	0.004027793148
890	0.004027790564
891	0.004027788409
892	0.004027780011
893	0.004027777862
894	0.004027775588
895	0.004027773441
896	0.004027771296
897	0.004027769061
898	0.004027766918
899	0.004027764334
900	0.004027761752
901	0.00402775961
902	0.00402775747
903	0.00402775747
904	0.004027755331
905	0.004027753193
906	0.004027752111
907	0.004027749975
908	0.004027747894
909	0.00402774576
910	0.004027743681
911	0.004027741603
912	0.004027739473
913	0.004027737345
914	0.004027737345
915	0.004027728726
916	0.004027720239
917	0.004027718174
918	0.004027717052
919	0.004027714936
920	0.004027712487
921	0.004027710426
922	0.004027708314
923	0.004027706202
924	0.004027701798
925	0.00402769969
926	0.004027697584
927	0.004027697584
928	0.004027693189
929	0.004027691086
930	0.004027688985
931	0.004027686884
932	0.004027686884
933	0.004027685861
934	0.004027685861
935	0.004027684838
936	0.004027684838
937	0.004027682711
938	0.00402768169
939	0.004027679593
940	0.004027678572
941	0.004027678572
942	0.004027676449
943	0.004027675429
944	0.004027675429
945	0.004027673308
946	0.004027668941
947	0.004027666851
948	0.004027666851
949	0.004027664735
950	0.004027662648
951	0.004027662648
952	0.004027661631
953	0.004027659546
954	0.004027655485
955	0.004027653403
956	0.004027653403
957	0.004027653403
958	0.004027649349
959	0.004027649349
960	0.004006366925
961	0.004006366925
962	0.004006364925
963	0.004001872053
964	0.004001870099
965	0.004001865842
966	0.004001861589
967	0.004001853459
968	0.004001845466
969	0.004001843472
970	0.004001841534
971	0.004001839512
972	0.004001837576
973	0.004001837576
974	0.004001835586
975	0.004001833597
976	0.004001831609
977	0.004001829623
978	0.004001827637
979	0.004001825653
980	0.004001823669
981	0.004001821687
982	0.004001819676
983	0.004001817696
984	0.004001815717
985	0.004001813739
986	0.004001813739
987	0.004001811763
988	0.004001807569
989	0.004001807569
990	0.004001807569
991	0.004001805566
992	0.004001805566
993	0.004001801447
994	0.004001797265
995	0.004001797265
996	0.004001795267
997	0.004001791091
998	0.004001789127
999	0.004001787163
